title,label
hillary clinton fbi and the real november surprise      information,FAKE
shameful weather channel using children in new video to promote climate change hoax,FAKE
watch hillary clintons concession speech,FAKE
the fbi the dhss customs and border protection the secret service and the israelis are in cahoots,FAKE
off topic unlike muslimshorses actually do have a sense of humor,FAKE
geo engineering unlikely to work conservation group says,FAKE
breaking ap finds proof melania trump illegally worked in us prior to getting work visa,FAKE
apocalypse now trump voters warn of revolution if clinton wins,FAKE
nyc democratic election commissioner they bus people around to vote,FAKE
re 10 things that every american should know about donald trumps plan to save the us economy,FAKE
meteor space junk rocket mysterious flash hits siberia,FAKE
leaked podestas satanic spirit cooking dinner distrubing stuff beyond belief,FAKE
financial whistleblower explains whats about to happen to the economy,FAKE
concert plus campaign clinton turns to celebrities in homestretch,FAKE
syrian refugee in germany gets 390k in annual benefits and its because of who he takes care of,FAKE
what are saponins discovering their health benefits,FAKE
ecb policymakers tout december stimulus extension,FAKE
links 11916 election day,FAKE
the us may soon face an apocalyptic seismic event,FAKE
oathkeeper chapter 8,FAKE
the fbi intervenes in the 2016 election,FAKE
the abnormal normal of nuclear terror,FAKE
memo to trump action this day,FAKE
america is better without borders,FAKE
the hubris of democratic elites clinton campaign gave us president trump,FAKE
abby martin exposes hillary clinton chair john podesta,FAKE
trump and all the other far right leaders are zionist stooges,FAKE
wikileaks  hillary receiving donations from radical muslims in turkey   truthfeed,FAKE
voter dreading being sent over to visibly stupid poll worker   the onion   americas finest news source,FAKE
two points about the hillary clinton email fiasco,FAKE
after vets fight war feds demand money back,FAKE
angelina jolies father speaks out against illuminati,FAKE
federal election commission fec is another example of a lazy corrupt agency,FAKE
the end game closes in on the clintons as the deep state turns,FAKE
open thread not us election 2016 38,FAKE
isis executes 300 iraqi civilians by firing squad north of mosul,FAKE
how to reduce stress,FAKE
comment on macys dump trump backfires as 30000 irate customers cut up their cards by methepeople,FAKE
physicists just found more hints of an elusive particle thats its own antiparticle,FAKE
republican protester says he was nearly killed after trump says take him out,FAKE
why comey reopened the hillary investigation,FAKE
comment on canadian air force pilot snaps a pic of a ufo during flight by is this what you think they would look like supposed pictures of real extraterrestrials   collective evolution,FAKE
breaking trump vp plane slides off runway at laguardia airport in nyc,FAKE
if donald trump wins the election it will be the biggest miracle in us political history,FAKE
janet reno first female us attorney general dies at 78,FAKE
brics countries to invest 500 million in russian gold deposit   kira egorova,FAKE
tom hayden things come around in the mideast,FAKE
shiite militias join iraqs mosul attack,FAKE
russia tests stealth hypersonic nuke capable of wiping texas or france,FAKE
sad hillary clinton finally concedes to trump publicly,FAKE
shiny syrian or white rubble this viral photo is dividing the internet,FAKE
china airport security robot gives electroshocks,FAKE
us currency hidden images,FAKE
nuclear weapons question,FAKE
the fbi cant actually investigate a candidate such as hillary clinton,FAKE
us elections shockwaves hit europe,FAKE
bishop williamson on putin putins meeting with pope francis and the fr gruner russian meeting,FAKE
why hillary clinton will appoint old world nationalists to cabinet positions,FAKE
time magazine reaches new low its sexist to investigate hillary clinton,FAKE
isis declares it will kill palestinians one by one yet remains quiet on israel,FAKE
john oliver americas increasingly segregated schools are very rarely equal in any way video,FAKE
sanders asks obama to intervene in dakota access pipeline dispute,FAKE
how to rig an election james okeefe expose  follow the money,FAKE
do you think there will be as many doom sayers if trump should get in office ,FAKE
dr mercola the dangers of led lights,FAKE
you can smell hillarys fear,FAKE
inside the invisible government war propaganda clinton  trump,FAKE
constitutional law expert comey did not violate law by announcing email investigation,FAKE
why trump won why clinton lost,FAKE
reductress  how am i supposed to explain this to my children asks melania trump,FAKE
after terrorizing america with zika scaremongering washington post now admits zika virus doesnt cause brain deformities after all,FAKE
a republican representative just called for hillary to be killed by firing squad,FAKE
black agenda report for week of oct 31 2016,FAKE
monetary policy at the time of elections,FAKE
trump to deport everyone who is not native american,FAKE
comment on fbi no link between trump and russian government by christian zionist,FAKE
comment on quid pro quo wikileaks email reveals clinton campaign eyeing paul ryans relative for supreme court by lenorelee,FAKE
judgment day the one reason why every christian and jew in america should vote for donald trump,FAKE
russias patrol ship yaroslav mudry arrives in cuba on visit,FAKE
brexit encourages uk to trade with non eu states including russia,FAKE
raqqamosul politicians fiddle as middle east burns,FAKE
desperate obama rips comey we dont operate on innuendo  daily wire,FAKE
hillary ally offers strategy on how to make new york times write positive coverage,FAKE
ceta canada has challenged the eus chemical regulations 21 times,FAKE
selling regime change wars to the masses,FAKE
breaking man brags on facebook of voting 3 times then reveals how he did it,FAKE
a mormon reader says most mormons will still back trump,FAKE
jewish press releases audio tape exposing hillary clinton plotting to rig election,FAKE
close call russia us near miss problem moves to syrian air space,FAKE
supreme court decides to weigh in on transgender rights,FAKE
republicans in congress are ready for hillary as they prepare for new probes into clinton foundation,FAKE
how wifi  other emfs cause biological harm,FAKE
national mood focus group reflects angry divided america,FAKE
the world is about to witness a breathtaking once in a century event,FAKE
the globalization of media a failing strike force,FAKE
comment on nomi prins hillary clinton will continue the big bank protection racket by endoftheworld,FAKE
anti trump protester holds reprehensible sign about melania   truthfeed,FAKE
transforming hope into reality for patients of drug resistant tb,FAKE
rise of mandatory vaccinations means the end of medical freedom,FAKE
is this why comey broke a stack of resignation letters from furious fbi agents,FAKE
att time warner merger to expand corporate state control of media,FAKE
the modern history of rigged us elections,FAKE
press release on foreign minister sergey lavrovs meeting with namibian deputy prime minister and minister of international relations and cooperation netumbo nandi ndaitwah   russia news now,FAKE
nerve disrupting frequencies radiating from smart meters   information and perspective,FAKE
latest posts wikileaks documents coming from us intelligence not russia msm  democrat party dying,FAKE
austrian disgrace no jail for muslim migrant who dumped his own baby in the middle of the road after he got drunk and enraged,FAKE
from pauper to a list princess anna kendrick reveals she was once too poor to buy shoes for oscars,FAKE
re french political leader france is about to enter a holy war with islam   embrace christianity never accept the religion of satan,FAKE
hybrid wars 8 strategies against africa   introduction,FAKE
preventing cultural genocide with the mother tongue policy in eritrea,FAKE
transylvania recalls melania trump while movement to deport her gains steam,FAKE
what is behind the push for war with russia,FAKE
the clinton shakedown scam summed up with one meme,FAKE
breaking  hillary campaign manager deletes his entire twitter timeline   truthfeed,FAKE
boycott targets trump family on retail front,FAKE
you cant be intersectional while at the same time being elitist and exclusionary,FAKE
comment on 10 strange facts about our presidents by tania de saram,FAKE
physical gold demand and fear,FAKE
spin msm spin hillaryfbi news has republicans pouncing like crazy,FAKE
fbi reopen hillary clinton email investigation new emails found,FAKE
the circus of liars   americas three rings of evil clowns,FAKE
fear of trump bush obama clinton all buying property in non extradition nations,FAKE
prowling amur tiger nabbed near vladivostok,FAKE
us drone pilots may be illegally acquiring targets from uk bases,FAKE
clinton policy on syria would lead to ww iii trump,FAKE
fbi reopens clinton investigation as new emails found  comey,FAKE
7 ways to prepare for an economic crisis,FAKE
markets collapse as donald trump is projected to win,FAKE
connect series webinar oct 2016  financial markets,FAKE
november 3 daily contrarian reads,FAKE
long term effects of the presidential election,FAKE
what scientists found inside this 800 year old pot is changing history,FAKE
us charges 61 with india based scam involving 15000 victims,FAKE
comment on censored news black woman kills 12 yo white boy with blow torch by tnb   pa,FAKE
united states  reformation or fracture,FAKE
magnificent jellyfish gardens purify the water while growing food,FAKE
hilarious cartoon reveals 2016 political version of the walking dead,FAKE
radio derb is on the air leonardo and brazils miss bum bum pageant etc,FAKE
12 and 63 minute videos donald trump connects to false flag targeting muslims did you really think our masters offer anything other than false choice between left and right arms of a 01 us rogue state,FAKE
dr macdonald  dr duke expose the vicious war on trump by the jewish establishment,FAKE
megyn sic kelly gowdy triumphantly comments on the hillary case reopening,FAKE
leaked bombshell the shocking truth about hillary that huma abedin has concealed for years,FAKE
an identity politicized election and world series lakefront liberals can love,FAKE
no russia is not isolated or the enemy,FAKE
economic racial disparity in north carolina,FAKE
do you know what it means to be an introvert,FAKE
some cities want their noncitizen immigrants to vote,FAKE
the mystery behind the missing capstone of the great pyramid,FAKE
news shaking up washington donald trump just appointed a cloaked man as secretary of the hook,FAKE
on the fault lines of change globalization v localization,FAKE
tony blair helpfully describes remain voters as insurgents,FAKE
hillary responds to creepy joe biden caught groping dozens of young women,FAKE
ahead of tomorrows fed meeting there are some very strange things happening,FAKE
putin use of mythical russian military threat a profitable business,FAKE
foods  supplements for chemtrail protection,FAKE
atty general loretta lynch pleads the 5th when asked questions about obamas iran ransom payment,FAKE
uncollected pallet wondering what it did wrong,FAKE
clinton campaign cooperated with politico on demystifying huma abedin,FAKE
aid agencies in iraq brace for exodus as civilians flee mosul,FAKE
comment on us war with iran has already begun by جنگ ارزی آمریکا علیه ایران  مورد مطالعاتی سال 1390   کدآمایی,FAKE
putin being framed at un for war crimes in syria explained,FAKE
california national guard members wont have to pay back bonuses,FAKE
voters in arkansas north dakota legalize medical marijuana despite federal prohibition,FAKE
the usa era 1945   2008 in retrospect,FAKE
someone broke a skype spam bot by typing an emoji and the transcript is what happens when robots go mad,FAKE
when obama admin went after banks it forced them to give big money to somequestionable groups,FAKE
the us elections do matter but not necessary to follow them   sheikh imran hosein,FAKE
brexit ruling just latest tactic to block will of the people,FAKE
theresa may refuses to withdraw support for saudi arabia,FAKE
wikileaks revelations leave the federal emperor wearing no clothes,FAKE
capitalism climate change and the anthropecene,FAKE
before it all began dmls spot on prediction of the 2016 race,FAKE
joint way forward deal does not lead to peace or progress for afghans,FAKE
pay to play  hillarys two big favors for morocco netted her 28 million   truthfeed,FAKE
world war 3,FAKE
nyt undocumented student denounces free speech on immigration policy,FAKE
easy street recent used vinyl arrivals,FAKE
watch lab mp claim that the government is hurtling towards a chaotic breakfast,FAKE
the next big shoe to drop,FAKE
the limitations of randomised controlled trials,FAKE
uk citizens and war heroes get cheap pre fab houses while muslim colonizers get taxpayer funded luxurious council homes,FAKE
world war 3 is coming,FAKE
heres your intent hillary intentionally erased emails   wikileaks,FAKE
ngos should condemn terrorists in syria not russia fighting them   foreign ministry,FAKE
has economics failed,FAKE
comment on indoor gardening made easy the nutritower by indoor gardening made easy the nutritower   collective evolutiongardening business news uk  gardening business news uk,FAKE
ww3 averted putin congratulates trump video,FAKE
busted clinton foundation directly tied to plot to steal election,FAKE
dead voter drive video  petition to stop deceased o phobia,FAKE
newt says gop women are actually thanking him for calling out megyn kelly on sex obsession,FAKE
this is the future tree shaped vertical farms that grow 24 acres of crops,FAKE
hannity judge jeanine crowley hillary has sold americas national security worse than a crime family   truthfeed,FAKE
astronomers think they have just discovered messages sent from aliens,FAKE
how the elites are using divide and rule to control us,FAKE
rise of the alt right,FAKE
seth meyers takes a closer look at the final stretch of the election season video,FAKE
evil hillary supporters yell fck trumpburn truck of daddy fishing with 2 yr son over of trump bumper stickers video  100percentfedupcom,FAKE
nba team cancels anthem singer after she tries wearing controversial race shirt onto court,FAKE
pieczenik rogue fbi agents and wikileaks are spearheading a movement to stop the clintons from stealing the white house   truthfeed,FAKE
11 stupid things voxcoms matthew yglesias has said  daily wire,FAKE
fantastic trumps 7 point plan to reform healthcare begins with a bombshell  100percentfedupcom,FAKE
jon stewart finally comments on donald trumps lewd locker room talk,FAKE
what happened in this election,FAKE
whats nanowrimo your story 30 days try it,FAKE
29 of hillarys scandals the early years,FAKE
homeschool families targeted in districts operation round up,FAKE
media roll out welcome mat for humanitarian war in syria,FAKE
are we on the eve of total life extinction,FAKE
markets panic over trump victory as fbi reopens hillary email probe  harvey organ,FAKE
this is what it means if you have two dimples on your back,FAKE
pennsylvania gun store tells customers muslims and hillary supporters are not welcome,FAKE
trumped,FAKE
the sex scandal that could change the election,FAKE
the biggest secret how reptilian human hybrids run our world,FAKE
police arrest 141 in crackdown on north dakota pipeline protesters,FAKE
detroit womens halloween decorations depict real life horrors  such as shootings police by police,FAKE
peter thiel on trump,FAKE
google violence at temple u popular across the country,FAKE
clinton emails fbi director ignored attorney generals advice not to take action that could influence election,FAKE
trump a peoples new world order taking shape,FAKE
the story of how the doj tried to thwart an fbi investigation into the clinton foundation,FAKE
donald trump wins the presidency in historic mandate victory as hillary clinton concedes,FAKE
hillary clintons private speech from 2015 mentioned palestinian rightsuntil she actually gave it,FAKE
its over for hillary after people see what she snuck in her online post,FAKE
trunews 103116 dr lance wallnau  answered prayer the cabal crumbles,FAKE
the source of our rage       ,FAKE
what is an income tax and where did it come from not the 16th amendment,FAKE
podesta wiki leakswe prefer muslims over christians,FAKE
comment on breaking cdc blocks testimony of their senior scientist who blew the whistle on severe medical malpractice by cdc accused of blocking testimony from senior scientist  new york malpractice  injury lawyer blog,FAKE
comment on 500 year old map was discovered that shatters the official history of the planet by 500 year old map discovered shatters the official history of the human race,FAKE
the set up for gold  silver carnage in the bond market pre cursor to market crash  eric sprott,FAKE
seven world historical achievements of the iraq invasion of 2003,FAKE
trump votes are being flipped to clinton,FAKE
top us general pleads with troops not to revolt over 2016 video,FAKE
german defense minister warns donald trump to stay away from russia and commit full to nato,FAKE
a digital 911 if trump wins,FAKE
theres wildly conflicting information about what fbi actually found in renewed clinton email probe,FAKE
montenegrin pm resigns shortly after suggesting russia behind alleged coup plot,FAKE
on contact chris hedges and medea benjamin on the us saudi alliance,FAKE
wikileaks clintons purchase 200 million maldives estate,FAKE
13 year old girls rousing speech if donald trump had a brick for every lie hillary has told he could build two walls,FAKE
chart of the day since 2009 recovery for the 5 stagnation for the 95,FAKE
trump and all the other far right leaders are zionist stooges,FAKE
the rig is in crooked hillarys crooked voting machines,FAKE
government hiding unprecedented tb infection rates among relocated refugees,FAKE
if you have one of these old vhs tapes it may be worth over 1000,FAKE
a lawyer explains how ariel could have got out of her contract with ursula in the little mermaid,FAKE
15 secret iphone codes and tricks,FAKE
islam not welcome obama just got terrible news   this could end his muslim refugee program forever,FAKE
crooked hillary campaign used a green screen at todays low turnout rally in coconut creek fl,FAKE
doj complaint comey under fire over partisan witch hunt for hillary tweetsvideo,FAKE
codesod just in case,FAKE
ask holly whats everyones problem,FAKE
why are russia and china buying up all of americas food paul martin and dave hodges,FAKE
comment on this is what constipation does to your body by this is what constipation does to your body  thehealthology,FAKE
carrier battle group never planned to call at spanish port   russian defense ministry,FAKE
tens of thousands of people just got fooled by fake ballot without trumps name on it,FAKE
hillary won more votes lost the election,FAKE
the israeli trumpess,FAKE
build up ww3 world war 3 is coming current situation analysis,FAKE
trump in the white house     information,FAKE
cnbc trump will win the election and is more popular than obama in 2008 ai system finds,FAKE
us secret service struggles to find recruits who havent used adderall,FAKE
hillary collapses on her way to the stage sellout bruce springsteen covers for her   the resistance the last line of defense,FAKE
tom hanks raps,FAKE
the intercept outs neocon democrats smear against trump as putins puppet   eric zuesse,FAKE
this is comeys last chance for redemption   truthfeed,FAKE
ewao stephen hawking warns stop searching for aliens before its too late,FAKE
clinton crime family must be taken down arrest them all clinton podesta abedin lynch mook stephanopoulos and all the co conspirators,FAKE
the 1 reason why people are voting for trump,FAKE
4 motivation zapping thoughts to identify and eliminate,FAKE
soros linked voting machines cause concern over rigged election,FAKE
wikileaks list exposes at least 65 corporate presstitutes who colluded to hide clintons crimes,FAKE
to survive evolve   russia news now,FAKE
the clintonvaticantehran axis,FAKE
biggest election fraud in history discovered in the united states,FAKE
pro palestinian propaganda lowering standards of truth in america,FAKE
shocking hillarys henchwoman sold up the river to save her bacon,FAKE
hillary reveals her pick for secretary of state   this woman cannot be elected,FAKE
podesta to mills we are going to have to dump all those emails,FAKE
exhausted defeated voters finally beginning to relate to hillary clinton   the onion   americas finest news source,FAKE
spectre is real federal shadow government,FAKE
clinton snaps as bernie and trump supporters join forces to disrupt rally,FAKE
is brexit never gonna happen leaked audio recording reveals theresa mays true fears about brexit,FAKE
the pathologization of dissent,FAKE
the illuminati card enough is enough a harbinger of things to come,FAKE
it took less than 2 hours for the new email investigation story to completely collapse video,FAKE
save the children norway trialed anti malaria drug larium in mozambique1993 1994,FAKE
jim rogers its time to prepare economic and financial collapse imminent video,FAKE
november supermoon biggest in nearly 70 years,FAKE
study phytochemical found in broccoli and cauliflower attacks prostate cancer cells,FAKE
americas senator jeff sessions warns of worsening pre election border anarchy,FAKE
wikileaks emails show clinton collusion between state department and doj,FAKE
comey letter hurts gop as hillary clinton raised 113 million online in 72 hours,FAKE
whatever the outcome on november 8th the us will be on a collision course with china   federico pieraccini,FAKE
will the next us president be a psycho lesbian plus 2 breaking news videos,FAKE
4 truly important items for your post election list of things to protest,FAKE
what dnc donors really think of african americans,FAKE
comment on police officers wife caught faking a robbery in a scheme to frame black lives matter by the cats vagina nasty woman,FAKE
project veritas money from belize  opinion   conservative,FAKE
homeless trump supporter guards trumps star on hollywood blvd 20 million illegals and americans sleep on streets,FAKE
attention western world if you care about your countrys security make sure everyone gets netanyahus important message,FAKE
kurds decide to get on us nerves,FAKE
former gop congressman goes full trump encourages armed revolt if clinton wins,FAKE
nestle seeks more groundwater to expand michigan plant,FAKE
comment software has been rolled back to old version,FAKE
what happened in 2014 quebec tried to pass a charter that would have banned all religious attire in public specifically to prevent muslim women from hiding their faces,FAKE
starbucks unity cup draws criticism   the onion   americas finest news source,FAKE
the day after,FAKE
breaking the real reason hillary clinton wont be charged by the fbi,FAKE
15 foods that contain the most vitamin e  alternative,FAKE
taking back presidential power,FAKE
dakota pipeline protests are working one bank may pull funding of pipeline build,FAKE
the modern history of rigged us elections,FAKE
netflix ceo tvs future includes hallucination pills,FAKE
vegan custard stuffed pumpkin recipe,FAKE
the russian media just loves the campaign to demonize putin,FAKE
alien insects capture in uk,FAKE
must read of the day   dennis kucinichs extraordinary warning on dcs think tank warmongers,FAKE
voters repudiate clinton,FAKE
who cancer agency under fire for withholding carcinogenic glyphosate documents,FAKE
are you shitting me  a dindu flavor 24   jack bauer,FAKE
israel settlements legal trump aide says playing anti iran video message on mount zion,FAKE
jackie mason hillary clinton too untrustworthy to serve as bathroom attendant   shed steal the toilet paper,FAKE
the announcement for wales first female bishop attracted quite a crowd,FAKE
opps german magazine uses isis propaganda video to show all is well in mosul,FAKE
this video of a woman stuck in a freezer raises more questions than it answers,FAKE
police turn in badges rather than incite violence against standing rock protestors,FAKE
comment on what hath trump wrought by pat buchanan,FAKE
donald trump  deutsche bank did clintons lean on us justice department,FAKE
rick rule,FAKE
anti hillary ad is so powerful shes suing to get it taken down   watch before its too late,FAKE
to the youth a day after the election another world is possible,FAKE
isis uses 600 suicide dogs to restrain iraqi armys advance in mosul,FAKE
why director comey jumped at the chance to reopen hillary investigation,FAKE
hillary clintons postapocalyptic hellscape plan,FAKE
war on the streets of paris armed migrants fight running battles in the french capital,FAKE
russian researchers discover secret nazi military base treasure hunter in the arctic photos,FAKE
cnn breaking news trump tells supporters to vote multiple times,FAKE
trump caught again ripping off kids charity this time,FAKE
principal institutes ban after students wear confederate flag to school,FAKE
the products that make men grow breasts linked to cancers of the prostate and liver,FAKE
cop caught on his own body camera stealing money from unconscious crash victim,FAKE
brics do not lack mortar what detractors should know   rakesh krishnan simha,FAKE
johnson  johnson loses yet another multimillion dollar case over baby powder,FAKE
2016 latest spirit of christmas to be replaced with every man for himself more soon,FAKE
tradesman keeps promise,FAKE
halloween costumes mocking nodapl activists hit social media,FAKE
twenty years of a dictatorial democracy      information,FAKE
will hillary select her own prosecutors,FAKE
comment on maryland trump supporter they switched my vote to hillary by misterdawg,FAKE
wolf richter what the hecks going on with foreclosures why this spike,FAKE
glorifying violence,FAKE
15 civilians killed in single us airstrike have been identified,FAKE
re depaul unborn lives matter posters are veiled bigotry,FAKE
olivia newton johns daughter is vocal about plastic surgery addictionhere are the family photos she doesnt show   independent journal review,FAKE
trump warning the start of world war iii and isis,FAKE
watch joe biden senses danger for hillary in this priceless reaction to weinergate development,FAKE
new clinton probe dead from the start john podestas best friend at doj in charge of investigation,FAKE
if you think our media is racist wait till you meet my grandfather prince harry tells meghan markle,FAKE
national attention on ayotte   hassan nh senate race,FAKE
go back to where you claim home kansas lawmaker tells protester,FAKE
southern poverty law center targets anti jihad crusaders ann corcoran honored,FAKE
massive spike in obamacare health premiums could boost trump to victory,FAKE
now malaysia dumps us for chinese naval vessels,FAKE
be winter wise woolley hats stop heart attacks,FAKE
american dream revisited,FAKE
when will it end police clash with pipeline protesters,FAKE
fbi insurrection to scuttle director rig election,FAKE
why comey reopened the hillary investigation the real reasons,FAKE
us lawmakers raise privacy concerns over new hacking rules,FAKE
associated press reporter admits faking news stories for hillary clinton,FAKE
secrets of the us election assange talks to pilger,FAKE
legend art cashin on a trump presidency the new world order gold brexit the great depression and why we will see panic,FAKE
black turnout soft in early voting boding ill for hillary clinton,FAKE
president trump a nightmare of the ukrainian politicians english subs,FAKE
feudalism   medieval and modern,FAKE
love trumps hate gofundme to rebuild church torched by trump supporter shatters fundraising records,FAKE
queen elizabeth ii owns every dolphin in britain and doesnt need a driving licence and doesnt pay tax  here are the incredible powers you didnt know the monarchy has,FAKE
manny pacquiaos son dead report says jimuel pacquiao dies of asthm complications   morning news usa,FAKE
why hillary wont unleash world war iii   pepe escobar,FAKE
liberal cnn commentator blames republicans for obamacares rising premiums,FAKE
six corporations will soon rule the planet,FAKE
wikileaks clinton podesta agreed not to distribute confidential intel by private email account,FAKE
wsj report not about black rapists at baylor but strictly about the white guys who covered up for them,FAKE
unprecedented letter from chair of joint chiefs suggests us military does not want a president hillary,FAKE
defense secretary halts forced repayment of enlistment bonuses,FAKE
number of the week how long until russia can end its oil dependence,FAKE
terror tots we must prepare for the child fighters of isis,FAKE
canada posts perfect tweet after immigration website crashes,FAKE
strategic culture,FAKE
hillary is the perfection of a corrupt system,FAKE
false flag attack coming in syria as americans sleepwalk into world war iii   isaac davis,FAKE
berkley professor claims hillary clinton email investigation nothing more than a sexist bitch hunt,FAKE
report russian us jets have close encounter over syria,FAKE
trump and his supporters are fighting a rigged system,FAKE
re dont worry about hillary buzzfeed confirms she remained totally super awesome while under siege,FAKE
comment on why were all deficient in magnesium the many signs  what to do by aint no sunshine seasonal sadness and magnesium  activation health,FAKE
news democracy win volunteers across the country are oiling up the sidewalks to help voters slide uncontrollably to their polling place,FAKE
hillary to be indicted after election trump responds to fbi investigation,FAKE
200pm water cooler 1142016,FAKE
mudslide on major highway in colombia kills at least 6,FAKE
indian princess watches over rare paleontological remains,FAKE
43 year old cant get over the amount of kids in local night club,FAKE
a mr clark kent arrested for public phone box indecency more soon,FAKE
,FAKE
trump has gotten the republican party sued for trying to intimidate voters,FAKE
why has putin pointed russias satan nukes at the us  silver doctors,FAKE
re dont click that stupid is this email from march 2016 where podestaemails21 and others started,FAKE
reflections on us political tragedies,FAKE
trumps gettysburg address against the new world order,FAKE
obama administration mandate ordering sex change surgeries is challenged,FAKE
hillary leads trump in dead fetuses and dead people,FAKE
jack heart lucifer in the temple of the dog,FAKE
colorado cannabis industry contributes more to economy than all other industries report,FAKE
isis uses an industrial dough kneader to kill 250 children roasts adults in a bakery oven in douma syria,FAKE
report it still nowhere near okay to act like donald trump   the onion   americas finest news source,FAKE
harry reid blasts comey for misconduct drops bombshell fbi is sitting on russian trump info,FAKE
a book too dangerous to read,FAKE
300 us marines to be deployed to russian border in norway,FAKE
re liberals claim acquittal of bundys is weaponized white privilege,FAKE
sean hannity interviewing mike pence about obamas claims on election fraud mr trump has recommended everyone watch this clip,FAKE
millions of south koreans rise up against shadow government,FAKE
what is going on with wikileaks,FAKE
wikileaks releases 32nd batch of clinton campaign chair podestas emails,FAKE
police investigate fraud after voter registration flips from republican to democrat,FAKE
at least tesco are giving shoppers a bit of warning this year,FAKE
dear america lets now unite and flood our nation with optimism,FAKE
french jews urged to rally over unesco resolutions,FAKE
comey must explain why he advised obama not to publicly accuse russia of hacking democrats,FAKE
candace cameron bure dishes on the main conservative issue driving her to the polls,FAKE
putins pro trump online trolls just spilled the beans to samantha bee,FAKE
black trump supporters call hillary clinton a racist,FAKE
former attorney general janet reno passes away,FAKE
exclusive foreign isis fighters defend mosul frontline as locals flee,FAKE
blm to lease ohios only national forest to fracking interests,FAKE
losing trump tries to fool voters with last ditch media propaganda scam,FAKE
brexiters set up demented peoples courts,FAKE
breaking  lgbt group endorses trump says hillary is detrimental for gays   truthfeed,FAKE
marcus mumford after bundy verdict,FAKE
comment on wikileaks bill clinton boasts of hillarys working relationship with muslim brotherhood by toddyo1935,FAKE
were finally opening a t shirt shop for rok gear,FAKE
lesser known celebrity contract riders   the onion   americas finest news source,FAKE
trump victory necessary to get us into world war,FAKE
cyrus mistry renames himself rohit sharma mistry gets job back,FAKE
trump rally on hollywood boulevard 102916,FAKE
arianna huffington exposed colluding with dnc in new wikileaks emails,FAKE
sex and the presidential city,FAKE
codesod dollar dollar dollar dollar underscore,FAKE
get ready for a likely market crash after election video w transcript,FAKE
police violence escalates as provocateurs infiltrate standing rock nodapl protests,FAKE
re are there 4 million dead voters waiting to elect hillary clinton,FAKE
2816 clinton prides 8a pig farm bridge   serco zulu server snuff  soross patented voter key,FAKE
fifteen years after nato bombings montenegro wants to join nato,FAKE
muslims start chanting allah on plane flight attendant quickly shuts them up,FAKE
breaking fbi gets search warrant for state department emails on weiners computer video,FAKE
busted pro trump pac rep admits to voter suppression campaign targeting blacks suburban mothers,FAKE
is western civilization worth saving,FAKE
us airstrikes on iraqi army slowing advance on mosul,FAKE
trump is the lesser evil because hes such a narcissist      ,FAKE
the quasi legal coup hillary clinton information operations in election 2016,FAKE
is robert mugabe on his deathbed uk planning for transition phase in zimbabwe,FAKE
watch anti lgbt attack at equality house   shots fired tweets,FAKE
election law violation was hillarys idea,FAKE
it firm wins 63mln us army contract in south korea   nci,FAKE
new solar panels pull drinking water from the air because clean water is a human right,FAKE
fed holds on raising rates fears rising dollar,FAKE
fbi officials no link between donald trump and putin,FAKE
trump mocks bidens dare to take him behind the gym,FAKE
re what security threat huma abedin doesnt know how her emails got on her husbands laptop either,FAKE
minnesota man arrested sentenced to 6 months in jail for having a windmill on his property,FAKE
russia and syria blamed for idlib bombing hoax,FAKE
donald trump may have broken the law to avoid paying federal income taxes,FAKE
the google trend that reveals its all over for hillary,FAKE
i thought i was just scared of trump   but its his america i fear,FAKE
we told you so the zika virus is harmless,FAKE
comment on brother of clintons campaign chair is an active foreign agent on the saudi arabian payroll by marlene,FAKE
planet nine might be pulling our solar system out of alignment,FAKE
george and laura bush celebrate their 70th birthdays  daily wire,FAKE
still not over they are trying to flip the electoral college to block trumps win,FAKE
wikileaks emails disclose aliens linked to vatican,FAKE
wife of muslim jihadist who killed and wounded over 100 in orlando nightclub massacre says she knew nothing,FAKE
bundy brother acquittal trolled in the most hilarious way on craigslist,FAKE
ying and yang the gold and silver set up,FAKE
transparency report loretta lynch wont tell congress who approved 17 billion cash transfer to iran,FAKE
homeless woman protects trumps walk of fame star from violent leftists,FAKE
arizona poster child for obamacares failures,FAKE
news inspiring when this woman was feeling too lazy to vote her ovaries burst out of her body and dragged her to the polling place,FAKE
six gulf protectors arrested challenging gulf oil drilling,FAKE
brexit and the law,FAKE
6 places voter fraud has already happened but dont worry,FAKE
refugee resettlement watch swept away in north carolina,FAKE
newly approved gm potatoes have potential to silence human genes,FAKE
only making matters worse in syria,FAKE
cnn got complete list of questions for trump interview from dnc,FAKE
legendary us gymnastics coach bela karolyi may have known for years that teams doctor sexually abused girls,FAKE
thousands of organic beauty products found containing banned chemicals,FAKE
cars that broke bad,FAKE
how western media teleported a child victim from homs to aleppo photos video,FAKE
putins latest attack against hillary clinton and the us establishment,FAKE
this will end hillarys campaign hillary clinton is going down,FAKE
prepare yourself for the higher energies,FAKE
with dire situation in america for voters homeschool enrollment doubles,FAKE
alien visitors no explanation for mysterious lights in night sky over arizona,FAKE
trump supporters booby trap polling place and spill blood of election volunteer video  addicting info  the knowledge you crave,FAKE
us government and the clinton female come to the psychiatrists couch,FAKE
clintons email narrative just fell apart,FAKE
did you know that cinnamon can boost intelligence,FAKE
att buying time warner if approved assures greater scoundrel media consolidation than already,FAKE
fighting ghost fascists while aiding real ones,FAKE
